anime,date,score
只有我不存在的城市,2016年1月7日,7.7
搞笑漫画日和＋,2010年1月4日,7.7
剧场版 空之境界 俯瞰风景3D,2013年7月13日,7.8
数码宝贝大冒险 滚球兽的诞生,1999年3月6日,7.7
犬夜叉,2000年10月16日,7.7
末日时在做什么？有没有空？可以来拯救吗？,2017年4月11日,7.7
最终幻想VII：降临之子,2005年9月14日,7.7
碧蓝之海,2018年7月13日,7.7
美妙天堂,2014年7月5日,7.8
灰羽联盟,2002年10月9日,7.7
海绵宝宝 第二季,2000年11月2日,7.7
南家三姐妹,2007年10月7日,7.7
茄子·安达卢西亚之夏,2003年7月26日,7.7
江户盗贼团五叶,2010年4月15日,7.7
全金属狂潮,2002年1月15日,7.6
银河铁道999 剧场版,1979年8月4日,7.7
银河英雄传说 Die Neue These 激突 第3章,2022年5月13日,7.7
我们仍未知道那天所看见的花的名字。,2011年4月14日,7.6
剧场版 Fate/stay night [Heaven's Feel] I.presage flower,2017年10月14日,7.6
四叠半时光机布鲁斯,2022年9月14日,7.7
城市猎人,1987年4月6日,7.7
少女与战车,2012年10月8日,7.6
东方梦想夏乡,2008年12月30日,7.7
南方公园 第13季,2009年3月11日,7.8
银河英雄传说外传 螺旋迷宫,1999年12月24日,7.8
银河英雄传说 Die Neue These 激突 第2章,2022年4月1日,7.7
幸福小镇 春岛篇,2012年5月26日,7.7
传说巨神伊迪安,1980年5月8日,7.7
银河英雄传说 Die Neue These 策谋 第2章,2022年10月28日,7.7
飞跃巅峰！剧场版,2006年10月1日,7.7
少女与战车 最终章 第3话,2021年3月26日,7.7
凡人修仙传 新年番,2023年11月25日,7.8
NO GAME NO LIFE 游戏人生,2014年4月9日,7.6
来来猫 第二季,2010年7月3日,7.7
×××HOLiC 春梦记,2009年2月17日,7.7
向阳素描×365 特别篇,2009年10月17日,7.7
ReLIFE,2016年7月1日,7.6
境界触发者 第二季,2021年1月9日,7.7
少年正义联盟 第二季,2012年4月28日,7.9
异兽魔都,2020年1月12日,7.6
进击的巨人 最终季 Part.2,2022年1月9日,7.6
好想告诉你,2009年10月6日,7.6
猫汤,2001年2月21日,7.6
精灵宝可梦 钻石&珍珠,2006年9月28日,7.6
JOJO的奇妙冒险 幻影血脉,2007年2月17日,7.6
星界的战旗II,2001年7月11日,7.7
食灵-零-,2008年10月5日,7.6
北斗神拳,1984年10月4日,7.7
特别篇 吹响！悠风号～合奏比赛～,2023年8月4日,7.6
摇曳百合,2011年7月4日,7.6
樱兰高校男公关部,2006年4月4日,7.6
幻想嘉年华,2011年8月14日,7.6
×××HOLiC 仲夏夜之梦,2005年8月20日,7.6
鲁邦三世 -名为峰不二子的女人-,2012年4月4日,7.6
ReLIFE 完结篇,2018年3月21日,7.6
电影 为美好的世界献上祝福！红传说,2019年8月30日,7.6
请问您今天要来点兔子吗？BLOOM,2020年10月10日,7.6
网球娇娃 剧场版,1979年9月8日,7.8
蜡笔小新 呼风唤雨！夕阳下的春日部男孩,2004年4月17日,7.7
来玩游戏吧,2018年7月8日,7.6
来来猫,2009年7月5日,7.7
哆啦A梦：新·大雄与铁人兵团,2011年3月5日,7.6
剑风传奇 黄金时代篇I 霸王之卵,2012年2月4日,7.6
空中秋千,2009年10月15日,7.6
校园迷糊大王 一学期补习,2005年12月22日,7.6
此时此刻的我,1999年10月14日,7.6
向阳素描×☆☆☆ 特别篇,2010年10月27日,7.6
剧场版 空之境界,2013年7月5日,7.6
高达创形者 再起 2nd Season,2020年4月9日,7.6
希德尼娅的骑士 编织爱的行星,2021年6月4日,7.6
浪客剑心,1996年1月10日,7.6
了不起的狐狸爸爸,2009-10-25,7.7
钻石王牌 第二季,2015年4月6日,7.6
超时空要塞7,1994年10月16日,7.6
Re：从零开始的异世界生活 新编集版,2020年1月1日,7.6
原罪的卡辛,2008年10月2日,7.7
DARKER THAN BLACK -黑之契约者- 外传,2010年1月27日,7.6
星界的战旗III,2005年8月26日,7.7
南方公园 第12季,2008年3月12日,7.8
秀逗魔导士TRY,1997年4月4日,7.6
幻想万华镜 春雪异变之章,2011年8月13日,7.6
兽爪,2006年8月5日,7.6
巴克·亚罗,2021年1月8日,7.6
歌剧少女！！,2021年7月3日,7.6
迷糊餐厅 第二季,2011年10月1日,7.6
夏目友人帐 伍,2016年10月4日,7.6
探险活宝 第一季,2010年4月5日,7.7
为美好的世界献上祝福！ 第二季,2017年1月11日,7.6
机动战士高达UC,2010年3月12日,7.6
夏目友人帐 曾几何时下雪之日,2014-02-05,7.6
名侦探柯南,1996年1月8日,7.6
魔法少女奈叶 The MOVIE 1st,2010年1月23日,7.6
小魔女学园,2013年3月2日,7.6
机动战士高达00,2007年10月6日,7.6
少年正义联盟 第一季,2011年1月7日,7.8
齐木楠雄的灾难 第二季,2018年1月16日,7.6
高智能方程式：SAGA,1996年8月1日,7.7
风人物语,2004年9月11日,7.6
起风了,2013年7月20日,7.6
夏目友人帐 陆,2017年4月11日,7.6
海洋之歌,2014-09-06,7.6
向山进发 回忆的礼物,2017年10月28日,7.6
乱马1/2,1989年4月15日,7.6
CLANNAD ～AFTER STORY～另一个世界 杏篇,2009年5月24日,7.6
南方公园 第10季,2006年3月26日,7.7
小林家的龙女仆S,2021年7月7日,7.6
圣战士登拜因,1983年2月5日,7.7
宇宙战舰大和号2199 第四章「银河边境的攻防」,2013年1月12日,7.7
暗杀教室 第二季,2016年1月7日,7.6
飞出个未来 第4季,2002年2月10日,7.9
超时空要塞 Dynamite 7,1997年12月18日,7.7
南方公园 第18季,2014年9月24日,7.7
西蒙,2006年4月3日,7.6
妄想学生会＊,2014年1月4日,7.6
不可思议的教室,2005年7月3日,7.6
明日同学的水手服,2022年1月8日,7.6
忍者杀手 特别编辑版,2016年4月2日,7.6
约定的梦幻岛,2019年1月10日,7.6
荒川爆笑团2,2010年10月3日,7.6
编舟记,2016年10月13日,7.6
棋魂特别篇 迈向北斗杯之路,2004年1月3日,7.6
为美好的世界献上祝福！,2016年1月13日,7.6
南方公园 第1季,1997年8月13日,7.6
雾山五行,2020年7月26日,7.6
钻石王牌,2013年10月6日,7.6
向山进发 第二季,2014年7月9日,7.6
樱桃小丸子,1995年1月8日,7.6
女高中生的无所事事,2019年7月5日,7.6
某科学的超电磁炮T,2020年1月10日,7.6
拾荒者统治,2023年10月19日,7.6
昭和元禄落语心中 OAD,2015年3月6日,7.6
电影 拥抱！光之美少女♡光之美少女 All Stars Memories,2018年10月27日,7.7
妄想学生会 OAD,2011年4月15日,7.6
大雄与奶奶的回忆,2000年3月11日,7.8
GIRLS BAND CRY,2024年4月5日,7.6
心灵奇旅,2020年12月25日,7.6
岁月的童话,1991年7月20日,7.6
小魔女DoReMi ♯,2000年2月6日,7.6
摸索吧！部活剧 再来一个,2014年1月11日,7.6
别当欧尼酱了！,2023年1月5日,7.6
鲁邦三世 次元大介的墓标,2014年6月21日,7.6
雾山五行 犀川幻紫林,2023年7月26日,7.6
父与女,2001年5月27日,7.6
高达创战者,2013年10月7日,7.6
剧场版 花开伊吕波 HOME SWEET HOME,2013年3月9日,7.6
排球少年 TO THE TOP,2020年1月10日,7.6
第四届东方M-1漫才大赛,2009年12月29日,7.6
Love Live! 虹咲学园校园偶像同好会,2020年10月3日,7.6
MEGALO BOX,2018年4月5日,7.6
银魂.,2017年1月8日,7.6
小魔女学园 魔法游行,2015年10月9日,7.6
银河英雄传说 Die Neue These 星乱 第3章,2019年11月29日,7.6
他和她的故事,1998年10月2日,7.6
萤火虫之墓,1988年4月16日,7.6
翼·年代记 东京默示录,2007年11月16日,7.6
第一神拳 Rising,2013年10月5日,7.7
甜甜私房猫 第二季,2009年3月30日,7.6
犬夜叉 完结篇,2009年10月3日,7.6
小马宝莉：友谊就是魔法 第六季,2016年3月26日,7.6
罗德斯岛战记,1990年6月30日,7.6
夜晚的水母不会游泳,2024年4月6日,7.6
阿凡提的故事,1979年9月17日,7.6
摇曳百合 3☆High!,2015年10月5日,7.6
间之楔,1992年8月1日,7.6
哆啦A梦：大雄与铁人兵团,1986年3月15日,7.6
逮捕令 OVA,1994年9月24日,7.6
危险调查员,1998年10月5日,7.7
希尔达 第一季,2018年9月21日,7.7
哆啦A梦回来了,1998年3月7日,7.7
小蝌蚪找妈妈,1960年,7.6
死神 千年血战篇-诀别谭-,2023年7月8日,7.6
蝙蝠侠 黑暗骑士归来（上）,2012年9月25日,7.6
新干线变形机器人,2018年1月6日,7.8
恶魔阿萨谢尔在召唤你,2011年4月8日,7.6
高智能方程式：Cyber Formula 11,1992年11月1日,7.6
龙珠改,2009年4月5日,7.6
玩具总动员3,2010-06-16,7.6
南方公园 第7季,2003年3月19日,7.7
星界的战旗,2000年4月14日,7.6
平家物语,2022年1月12日,7.6
玻璃假面,2005年4月5日,7.6
逮捕令,1996年10月5日,7.6
向阳素描×SP,2011年10月29日,7.6
东之伊甸,2009年4月9日,7.5
偶像活动 第一年,2012年10月8日,7.6
电影 Heart Catch 光之美少女！超级时尚秀在花之都...真的吗！？,2010年10月30日,7.6
RE:cycle of the PENGUINDRUM [后篇] 我爱你,2022年7月22日,7.6
無敵級*ビリーバー,2020年7月29日,7.6
红白黑黄 第二季,2014年7月24日,7.6
境界线上的地平线 第二季,2012年7月7日,7.6
血界战线 & BEYOND,2017年10月7日,7.6
精神分裂症,2008年,7.6
天才麻将少女,2009年4月5日,7.6
崩坏3 薪炎永燃,2021年7月9日,7.7
贤治之春,1996年12月14日,7.6
灌篮高手 全国制霸吧！樱木花道,1994年8月20日,7.6
春之觉醒,2006年8月27日,7.7
银河英雄传说外传 千亿的星辰、千亿的光芒,1998年9月26日,7.7
借东西的小人阿丽埃蒂,2010年7月17日,7.5
故事中的故事,1979-01-05,7.7
妄想学生会＊ OAD,2014年5月16日,7.5
探险活宝 第二季,2010年10月11日,7.7
超兽武装之勇者无惧,2011年11月11日,7.6
飞翔的魔女,2016年4月9日,7.6
擅长捉弄的高木同学 剧场版,2022年6月10日,7.5
向阳素描,2007年1月11日,7.5
怪 ～ayakashi ～,2006年1月12日,7.6
剧场版 空之境界 Remix,2009年3月14日,7.6
马男波杰克6 上,2019年10月25日,7.7
王者天下 第三季,2020年4月5日,7.6
To Heart,1999年4月1日,7.6
电影 光之美少女 All Stars DX3 传达到未来！连结世界☆彩虹之花！,2011年3月19日,7.6
翼神传说,2002年1月21日,7.6
荒川爆笑团,2010年4月4日,7.5
剧场版 紫罗兰永恒花园,2020年9月18日,7.5
恶魔阿萨谢尔在召唤你Z,2013年4月6日,7.5
避难所,2016年10月18日,7.6
某科学的超电磁炮S,2013年4月12日,7.5
现视研 OVA,2006年12月22日,7.5
银翼杀手：2022大断电,2017年9月27日,7.6
RWBY Volume 1-3: The Beginning,2017年7月7日,7.6
机动战士高达 雷霆宙域,2015年12月25日,7.5
Re：从零开始的异世界生活 第二季 后半部分,2021年1月6日,7.5
横滨购物纪行,1998年5月21日,7.6
奔向地球,2007年4月7日,7.6
花开伊吕波,2011年4月3日,7.5
青之文学,2009年10月10日,7.5
猫怪麦克,1988年4月15日,7.8
妄想学生会,2010年7月3日,7.5
失落的宇宙,1998年4月3日,7.6
变形金刚G1,1984年9月17日,7.6
天使的心跳！,2010年4月2日,7.5
NHK15个动画短片,2007年5月7日,7.5
成龙历险记 第四季,2003年9月13日,7.6
机动武斗传G高达,1994年4月1日,7.5
迷糊餐厅,2010年4月4日,7.5
平稳世代的韦驮天们,2021年7月22日,7.5
RAINBOW 少年犯之七人,2010年4月6日,7.6
宝可梦 地平线,2023年4月14日,7.6
查理布朗的圣诞节,1965年12月9日,7.8
银河英雄传说 Die Neue These 策谋 第1章,2022年9月30日,7.6
轻拍翻转小魔女,2016年10月6日,7.5
剧场版 精灵宝可梦：超梦的逆袭,1998-07-18,7.5
甜梦猫,2020年4月5日,7.6
鲁邦三世  第一期,1971年10月24日,7.6
甜甜私房猫,2008年3月31日,7.5
科拉传奇 第三季：易,2014年6月27日,7.6
某科学的超电磁炮,2009年10月2日,7.5
太空堡垒,1985年3月4日,7.8
银河英雄传说 Die Neue These 激突 第1章,2022年3月4日,7.6
灰与幻想的格林姆迦尔,2016年1月10日,7.5
为美好的世界献上祝福！第三季,2024年4月10日,7.6
迷糊餐厅 第三季,2015年7月4日,7.5
剧场版 精灵宝可梦：水都的守护神 拉帝亚斯与拉帝欧斯,2002-07-13,7.5
宇宙战舰大和号2199 第三章「无尽的航海」,2012年10月13日,7.6
人形电脑天使心,2002年4月2日,7.5
火影忍者疾风传,2007年2月15日,7.5
忍者杀手,2015年4月16日,7.5
变形金刚 领袖之证,2010年11月26日,7.6
南方公园 第5季,2001年6月20日,7.7
艾特熊和赛娜鼠,2012年12月12日,7.7
妄想学生会 OVA,2012年4月25日,7.5
头文字D Second Stage,1999年10月15日,7.5
魔卡少女樱 香港之旅,1999年8月21日,7.5
世界第一初恋2,2011年10月7日,7.5
黑塔利亚 第2期,2009年7月27日,7.5
南方公园 第8季,2004年3月17日,7.6
进击的巨人 最终季 完结篇 后篇,2023年11月4日,7.5
剧场版 明日之丈2,1981年7月4日,7.7
南方公园 第9季,2005年3月9日,7.6
火影忍者,2002年10月3日,7.5
飞跃巅峰！飞跃巅峰2！合体剧场版,2006年10月1日,7.6
南方公园剧场版,1999-06-30,7.7
战斗机甲萨芬格尔,1982年2月6日,7.7
第三届东方M-1漫才大赛,2008年12月29日,7.6
星之梦～星之人～,2016年9月3日,7.5
真实之泪,2008年1月5日,7.5
美妙天堂 第二期,2015年4月4日,7.6
精灵宝可梦 太阳&月亮,2016年11月17日,7.5
来自风平浪静的明天,2013年10月3日,7.5
机动战士高达 剧场版II 哀・战士,1981年7月11日,7.5
头脑特工队,2015-06-19,7.5
请问您今天要来点兔子吗？？,2015年10月10日,7.5
我的青春恋爱物语果然有问题,2013年4月4日,7.5
坂道上的阿波罗,2012年4月12日,7.5
魔方大厦,1990年,7.5
闪电十一人,2008年10月5日,7.5
福音战士新剧场版：Q,2012年11月17日,7.5
乐园追放 -Expelled From Paradise-,2014年11月15日,7.5
银河英雄传说 Die Neue These 星乱 第1章,2019年9月27日,7.5
On Your Mark,1995年7月15日,7.5
凡人修仙传 年番,2021年11月14日,7.5
机动战士Z高达III 星辰的鼓动是爱,2006年3月4日,7.5
苍穹之法芙娜,2004年7月4日,7.5
海绵宝宝 第三季,2001年10月5日,7.6
乱马1/2 热斗篇,1989年10月20日,7.6
魔法使光之美少女！,2016年2月7日,7.5
哆啦A梦：大雄的奇幻大冒险,2007年3月10日,7.5
悲惨世界 少女珂赛特,2007年1月7日,7.6
雪孩子,1980年,7.5
第六届东方M-1漫才大赛,2011年12月30日,7.6
Fate/stay night [Unlimited Blade Works],2014年10月4日,7.5
宇宙兄弟#0,2014年8月9日,7.7
幻想曲,1940-11-13,7.6
剧场版 白箱,2020年2月29日,7.5
机动警察 OVA,1988年4月25日,7.5
企鹅公路,2018年8月17日,7.5
壳中少女 压缩,2010年11月6日,7.5
棒球大联盟 第六季,2010年4月3日,7.6
夏日重现,2022年4月14日,7.5
城市猎人 第二季,1988年4月2日,7.6
画江湖之不良人 第四季,2021年4月29日,7.6
朝花夕誓——于离别之朝束起约定之花,2018年2月24日,7.5
机动战士Z高达 星之继承者,2005年5月28日,7.5
机动战士高达00 第二季,2008年10月5日,7.5
言叶之庭,2013年5月31日,7.5
南方公园 第3季,1999年4月7日,7.6
无敌破坏王,2012-11-02,7.5
魔神英雄传,1988年4月15日,7.5
巴加的工作室 ～巴加眼中的海洋～,2020年2月19日,7.5
道子与哈金,2008年10月15日,7.5
水果篮子,2001年7月5日,7.5
Love Live! 虹咲学园校园偶像同好会 第二季,2022年4月2日,7.5
Concrete Revolutio 超人幻想,2015年10月4日,7.5
名侦探柯南 通往天国的倒数计时,2001年4月21日,7.5
天才嘉年华,2007年7月7日,7.5
圣诞夜惊魂,1993-10-29,7.5
宇宙巡警露露子,2016年4月1日,7.5
赛马娘 巅峰之路,2023年4月16日,7.5
科拉传奇 第一季：气和,2012年4月14日,7.5
恋如雨止,2018年1月11日,7.5
黄金宝贝,1995年10月27日,7.5
双恋 Alternative,2005年4月6日,7.5
Daicon4 开幕动画,1983年8月20日,7.5
笨蛋，测验，召唤兽2,2011年7月7日,7.5
【我推的孩子】,2023年4月12日,7.5
成龙历险记 第三季,2002年9月14日,7.5
中华小当家,1997年4月27日,7.5
家庭教师HITMAN REBORN!,2006年10月7日,7.5
宇宙战舰大和号2199 第七章「战舰继续前进」,2013年8月24日,7.6
驭星者 闪亮的拓人,2010年10月3日,7.5
男子高中生的日常 特典,2012年4月3日,7.5
宇宙战舰大和号2199 第五章「望乡的银河间空间」,2013年4月13日,7.6
头文字D Final Stage,2014年5月16日,7.5
扬基都德鼠,1943-06-26,7.8
小孤儿,1949-04-30,7.7
穿靴子的猫：最后的愿望,2022年12月21日,7.6
机动战士高达 THE ORIGIN 前夜 红色彗星,2019年4月28日,7.5
福星小子,1981年10月14日,7.5
银河英雄传说 新战争的序曲,1993年12月18日,7.6
忍者乱太郎 1期,1993年4月10日,7.5
西游记,1999年7月23日,7.5
黄金神威,2018年4月9日,7.5
月光旅程 -Touch down-,2007年9月13日,7.6
异度侵入,2020年1月5日,7.5
圣斗士星矢,1986年10月11日,7.5
白熊咖啡馆,2012年4月5日,7.5
宇宙战舰大和号2199 第一章「踏上遥远的征途」,2012年4月7日,7.5
同级生,2016年2月20日,7.5
嘟嘟猫观察日记,2012年1月8日,7.5
王者天下 第四季,2022年4月9日,7.6
Little Busters! EX,2014年1月29日,7.5
凉宫春日酱的忧郁,2009年2月14日,7.5
国王与小鸟,1980年3月19日,7.7
凭物语,2014年12月31日,7.5
魁！！库洛马迪高校,2003年10月2日,7.5
五星物语 剧场版,1989年3月11日,7.5
妄想学生会＊ OVA,2014年10月22日,7.5
卫宫家今天的饭,2017年12月31日,7.5
巴加的工作室,2017年10月28日,7.5
剧场版 空之境界 终章 空之境界,2010年12月18日,7.5
瑞克和莫蒂 第五季,2021年6月20日,7.5
精灵宝可梦 超世代,2002年11月21日,7.5
壳中少女 燃烧,2011年9月3日,7.5
药屋少女的呢喃,2023年10月21日,7.5
瑞克和莫蒂 第六季,2022年9月4日,7.5
糖果男孩,2008年5月2日,7.5
无敌少侠,2021年3月25日,7.5
风筝,1998年2月25日,7.5
凸变英雄,2016年10月4日,7.5
少女☆歌剧 Revue Starlight RONDO·RONDO·RONDO,2020年8月7日,7.5
阿拉蕾,1997年11月26日,7.5
听着这电波,2020年4月3日,7.5
头文字D Fourth Stage,2004年4月17日,7.5
剧场版 高达G之复国运动 III 来自宇宙的遗产,2021年7月22日,7.5
烟草,2019年1月9日,7.5
恶魔阿萨谢尔在召唤你,2010年2月22日,7.5
崩坏3 因你而在的故事,2022年8月12日,7.5
咱们裸熊,2015年7月27日,7.5
向阳素描 特别篇,2007年10月18日,7.5
超元气三姐妹 增量中！,2011年1月8日,7.5
南方公园 第2季,1998年4月1日,7.6
红白黑黄,2013年7月18日,7.5
万神殿 第二季,2023年10月15日,7.5
银河英雄传说 Die Neue These 星乱 第2章,2019年10月25日,7.5
此花绮谭,2017年10月4日,7.5
幻想万华镜 华鸟风月,2012年5月27日,7.5
画江湖之天罡,2023年12月29日,7.6
凡人修仙传 星海飞驰篇 序章,2023年7月30日,7.5
鲁邦三世 血烟的石川五右卫门,2017年2月4日,7.5
棒球大联盟 第五季,2009年1月10日,7.5
人造人间Kikaider,2000年10月16日,7.7
风雨廊桥,2020年6月15日,7.5
NEW GAME!!,2017年7月11日,7.5
摇曳百合 夏日时光！,2014年11月29日,7.5
SSSS.电光机王,2021年4月2日,7.4
玉响～more aggressive～,2013年7月3日,7.5
男孩和世界,2014-01-17,7.7
狼与香辛料 行商邂逅贤狼,2024年4月1日,7.5
记录的地平线,2013年10月5日,7.5
狼雨,2003年1月6日,7.5
南方公园 第4季,2000年4月5日,7.6
齐木楠雄的灾难 完结篇,2018年12月28日,7.4
