rank,anime,date,score
2373,魔神英雄传 永恒传说,1993年10月1日,7.0
2374,哆啦A梦：新·大雄的宇宙开拓史,2009年3月7日,7.0
2375,剑风传奇 次篇,2017年4月7日,7.0
2376,彩云国物语 第二季,2007年4月7日,7.0
2377,苹果核战记,2004年4月17日,7.0
2378,鬼公子炎魔,2006年8月25日,7.0
2379,电影 我们这一家,2003年12月6日,7.0
2380,女忍者椿的心事,2022年4月9日,7.0
2381,机动警察迷你版,2002年3月30日,7.0
2382,麦兜当当伴我心,2012年7月10日,7.0
2383,侦探歌剧 少女福尔摩斯 夏季特别篇,2011年8月25日,7.0
2384,虐杀器官,2017年2月3日,7.0
2385,地狱老师,1996年4月13日,7.0
2386,小美人鱼,1989-11-14,7.0
2387,妖精的尾巴 第二季,2014年4月5日,7.0
2388,蓝海少女 第二季,2018年4月7日,7.0
2389,美少女战士S剧场版 竹取公主的恋人,1994年12月4日,7.0
2390,钢琴之森,2007-07-21,7.0
2391,金田一少年事件簿2 杀戮的深蓝,1999年8月21日,7.0
2392,纪念日快乐,2011-06-02,7.0
2393,某人的目光,2013年2月10日,7.0
2394,ユフィンとエッチ,2015年7月2日,7.0
2395,守望先锋：我们出发吧,2017年8月23日,7.0
2396,哆啦A梦：大雄的太阳王传说,2000年3月11日,7.0
2397,速写者,2005年4月7日,7.0
2398,学园救援团 OAD,2013年2月10日,7.0
2399,Wake Up  Girls! 七人的偶像,2014年1月10日,7.0
2400,电影的阿松,2019年3月15日,7.0
2401,钱进球场,2018年4月6日,7.0
2402,鲁邦三世 Master File,2012年3月28日,7.0
2403,Yes! 光之美少女5 GoGo!,2008年2月3日,7.0
2404,装甲骑兵 佩鲁森档案 剧场版,2009年1月17日,7.0
2405,蓝雨伞,2013-02-12,7.0
2406,新子与千年魔法,2009年11月21日,7.0
2407,灰色的果实,2014年10月5日,7.0
2408,我的女神 OAD,2011年2月23日,7.0
2409,棒球大联盟2nd,2018年4月7日,7.0
2410,亚人 第二季,2016年10月7日,7.0
2411,恶戏,2005年4月8日,7.0
2412,超级酷乐猫,1999年10月2日,7.0
2413,怪兽大学,2013年6月5日,7.0
2414,Q弟侦探因幡,2013年1月4日,7.0
2415,宇宙战舰大和号2202 爱的战士们 第一章「嚆矢篇」,2017年2月25日,7.0
2416,哥普拉 剧场版,1982年7月3日,7.0
2417,剧场版 咒术回战 0,2021年12月24日,7.0
2418,南家三姐妹 再来一碗,2008年1月6日,7.0
2419,灼眼的夏娜II,2007年10月4日,7.0
2420,爱杀宝贝OVA,2013年10月16日,7.0
2421,亚特兰蒂斯：失落的帝国,2001年6月15日,7.0
2422,樱花大战 樱华绚烂,1997年12月18日,7.0
2423,美少女战士SuperS剧场版 梦想黑洞的奇迹,1995年12月23日,7.0
2424,正义战士,1986年4月7日,7.0
2425,阿修罗,2012年9月29日,7.0
2426,古见同学有交流障碍症,2021年10月6日,7.0
2427,机械女警,2000年3月31日,7.0
2428,网球并不可笑嘛 3期,2013年10月6日,7.0
2429,十字路口,2014年2月25日,7.0
2430,哆啦A梦七小子与点心娜娜王国,1999年3月6日,7.0
2431,恶魔人 诞生篇,1987年11月1日,7.0
2432,催眠性指导,2019年2月1日,7.0
2433,暖心日记,2016年6月6日,7.0
2434,爱我「枫与铃」THE ANIMATION,2022年3月25日,7.0
2435,哆啦A梦：大雄的钥匙城历险记,1997年3月8日,7.0
2436,怪兽8号,2024年4月13日,7.0
2437,苏希的动物园,2011年4月3日,6.9
2438,在魔王城说晚安,2020年10月5日,7.0
2439,忍者神龟,1987年12月14日,7.0
2440,少年骇客 第三季,2006年11月25日,6.9
2441,ERO game！H和游戏性开发三味,2011年8月26日,7.0
2442,植木的法则,2005年4月4日,7.0
2443,高达创形者 再起,2019年10月10日,7.0
2444,极地特快,2004年11月10日,7.0
2445,邻家的吸血鬼小妹,2018年10月5日,7.0
2446,哆啦A梦：大雄的南海大冒险,1998年3月7日,7.0
2447,银河铁道之夜,2006年6月17日,7.0
2448,机器人少女Z,2014年1月4日,7.0
2449,黑执事 豪华客船篇,2017年1月21日,7.0
2450,少女与战车 第63回战车道全国高校生大会 总集篇,2018年9月29日,7.0
2451,强袭魔女 胜利之箭行动,2014年9月20日,7.0
2452,阳光中的青时雨,2013年11月9日,7.0
2453,漂流武士 OAD,2016年6月6日,7.0
2454,对某飞行员的追忆,2011年10月1日,7.0
2455,龙珠Z・绝望的反抗!!残留的超战士・悟饭和特兰克斯,1993年2月24日,7.0
2456,皿三昧,2019年4月11日,7.0
2457,火影忍者 剧场版 忍者之路,2012年7月28日,7.0
2458,超青春姐弟s,2013年9月13日,7.0
2459,拂晓的尤娜 OAD,2015年9月18日,7.0
2460,天行九歌之空山鸟语,2014年5月1日,7.0
2461,A频道 来吃火锅吧,2017年9月27日,7.0
2462,彗星公主,2001年4月1日,7.0
2463,丁丁历险记,2011-10-26,7.0
2464,网球优等生,2014年4月6日,7.0
2465,电影 光之美少女 Splash Star 千钧一发！,2006年12月9日,7.0
2466,Princess Principal Crown Handler 第1章,2021年2月11日,7.0
2467,剑勇传说 铁刃,1993年4月9日,7.0
2468,信蜂 REVERSE,2010年10月2日,7.0
2469,破刃之剑 第一章 觉醒之刻,2010年5月29日,7.0
2470,鲁邦三世 被盗的鲁邦～模仿者是盛夏之蝶～,2004年7月30日,6.9
2471,我叫MT 第五季,2011-11-21,7.0
2472,信蜂,2009年10月3日,7.0
2473,剧场版 TIGER & BUNNY -The Beginning-,2012年9月22日,7.0
2474,伍六七之玄武国篇 下篇,2021年4月7日,7.0
2475,闪电十一人GO 时空之石,2012年4月18日,7.0
2476,狮子王 1½,2004年2月10日,7.0
2477,约会大作战 第五季,2024年4月10日,7.0
2478,功夫熊猫,2008年6月6日,7.0
2479,出包王女 OVA,2009年4月3日,7.0
2480,红白黑黄 第三季,2015年10月24日,7.0
2481,天地无用! in LOVE 2:遥远的思念,1999-04-24,6.9
2482,吸血鬼猎人D,1985年12月21日,7.0
2483,阿莱蒂公主,2001年7月21日,7.0
2484,后天的方向,2006年10月5日,7.0
2485,雾山五行,2016年12月31日,7.0
2486,排球少年 列夫参上,2015年3月4日,7.0
2487,暴力宇宙海贼 剧场版 亚空的深渊,2014年2月22日,7.0
2488,十兵卫 心形眼罩的秘密,1999年4月5日,7.0
2489,偶像大师 百万现场  Dreaming!  动画 PV,2015年9月30日,6.9
2490,海绵宝宝 第九季,2011年4月3日,6.9
2491,晴天小猪,1997年7月3日,7.0
2492,电影 光之美少女 All Stars New Stage3 永远的朋友,2014年3月15日,7.0
2493,魁拔Ⅲ 战神崛起,2014年10月1日,7.0
2494,沉默的未知,2000年10月5日,7.0
2495,超剧场版 Keroro军曹3 Keroro 对 Keroro 天空大决战,2008-03-01,7.0
2496,美少年侦探团,2021年4月10日,7.0
2497,心理测量者 Sinners of the System Case.2 First Guardian,2019年2月15日,7.0
2498,Slow Start,2018年1月6日,7.0
2499,音乐,2020年1月11日,7.0
2500,鲁邦三世 峰不二子的谎言,2019年5月31日,7.0
2501,茶啊二中第四季,2018年3月27日,6.9
2502,古城荆棘王,2010年5月1日,7.0
2503,传说中勇者的传说,2010年7月1日,7.0
2504,机械女神J,1996年10月1日,7.0
2505,GEAR战士电童,2000年10月4日,7.0
2506,阿松 第三季,2020年10月12日,7.0
2507,无能的奈奈,2020年10月4日,7.0
2508,最游记RELOAD,2003年10月2日,7.0
2509,黄昏少女×失忆,2012年4月8日,7.0
2510,飞轮少年 黑翼与沉睡森林 -Break on the sky-,2010年11月17日,7.0
2511,不在他处 正是此地,2013年3月24日,7.0
2512,WWW.迷糊餐厅,2016年10月1日,7.0
2513,神奇飞书,2011年1月30日,6.9
2514,次强音,2000年5月25日,7.0
2515,日与夜,2010年6月18日,6.9
2516,和我一起来画吧,2009年7月18日,7.0
2517,百兽王高莱恩,1981年3月4日,7.0
2518,我叫MT 第二季,2009-12-26,7.0
2519,银河英雄传说外传 决斗者,2000年5月26日,7.0
2520,为美好的世界献上爆焰！,2023年4月5日,7.0
2521,茗记,2008年4月25日,7.0
2522,秦时明月之百步飞剑,2007年2月14日,7.0
2523,魔法咪路咪路,2002年4月6日,7.0
2524,BanG Dream! 少女乐团派对！5周年纪念动画 -CiRCLE THANKS PARTY!-,2022年3月10日,7.0
2525,马达加斯加3,2012年6月6日,7.0
2526,秦时明月之万里长城,2012年9月30日,7.0
2527,剧场版 精灵宝可梦：时拉比 穿梭时空的相遇,2001-07-07,7.0
2528,神魂合体豪旦那！！第二季,2004年4月5日,6.9
2529,机动战士高达MS IGLOO 一年战争秘录,2004年7月19日,7.0
2530,猫和老鼠2014 第一季,2014年4月9日,7.0
2531,银河KICK OFF！！,2012年4月3日,7.0
2532,妖精的尾巴 心跳不已·龙舌兰乐园,2013年6月17日,7.0
2533,故乡重现 日本的古老传说,2012年4月1日,7.0
2534,无限地带23,1985年3月9日,7.0
2535,天空之艾斯嘉科尼,1996年4月2日,7.0
2536,我的女神 小不隆咚便利多多,1998年4月6日,6.9
2537,出包日记~·不知廉耻 动画版,2018-01-01,6.9
2538,驯龙记：博克岛的骑手,2012年8月7日,6.9
2539,三叶草,1999年8月21日,7.0
2540,臭屁虫,2011年3月26日,6.9
2541,木偶奇遇记,1940年2月7日,7.0
2542,皮卡丘与伊布☆好朋友,2013年7月13日,6.9
2543,ACCA13区监察课 Regards,2020年3月27日,7.0
2544,横滨购物纪行 -Quiet Country Cafe-,2002年12月18日,7.0
2545,潜行吧！奈亚子,2012年4月9日,7.0
2546,堀桑与宫村君,2012年10月5日,7.0
2547,功夫料理娘,2011年6月4日,7.0
2548,小书痴的下克上～为了成为图书管理员而不择手段～ 第2部,2020年4月4日,7.0
2549,放学后的昴星团,2015年4月8日,7.0
2550,腌黄瓜先生,2014年9月21日,6.9
2551,全部成为F THE PERFECT INSIDER,2015年10月8日,7.0
2552,人鱼之森,1991年8月16日,6.9
2553,非人哉 夏至篇,2021年2月10日,6.9
2554,邪神与厨二病少女,2018年7月9日,7.0
2555,青出于蓝,2002年4月10日,7.0
2556,桧曾根与间租谭,2018年4月12日,7.0
2557,零之使魔,2006年7月2日,7.0
2558,悠悠式 OVA,2017年2月22日,7.0
2559,钟楼怪人,1996年6月21日,6.9
2560,里约大冒险,2011年4月8日,7.0
2561,铁腕巴迪 DECODE OVA,2009年7月22日,7.0
2562,破刃之剑 第五章 死线之涯,2011年1月22日,7.0
2563,出包日记～・教师 动画版,2021年4月8日,7.0
2564,非洲的动物上班族,2019年10月6日,7.0
2565,ヴィクトリアメイド マリアの奉仕,2015年4月24日,7.0
2566,潜行吧！奈亚子W,2013年4月7日,7.0
2567,伍六七之玄武国篇 上篇,2021年1月27日,7.0
2568,机动战士高达独角兽 RE:0096,2016年4月3日,7.0
2569,快乐杀人调査官,1999年3月26日,6.9
2570,哆啦A梦·大雄的喜马拉雅行进记,2018年5月24日,6.9
2571,少数人的晚餐,2014,6.9
2572,继 怪怪守护神,2020年4月5日,7.0
2573,魔术士奥芬,1998年10月3日,6.9
2574,迷失之物,2010年6月3日,6.9
2575,三只眼,1991年7月25日,6.9
2576,百变机兽之洛洛历险记,2009年2月3日,7.0
2577,乱马1/2 天道家混乱的圣诞节,1993年12月17日,6.9
2578,炎之蜃气楼,2002年1月7日,6.9
2579,恶魔城 第二季,2018年10月26日,7.0
2580,宇宙战舰大和号2202 爱的战士们 第二章「发进篇」,2017年6月24日,6.9
2581,世界第一初恋〜横泽隆史的场合〜,2014年3月15日,7.0
2582,仇恨之路,2010年11月26日,6.9
2583,SSSS.电光机王 剧场总集篇,2023年3月10日,6.9
2584,宇宙战舰大和号2205 新的出发 前篇 -TAKE OFF-,2021年10月8日,6.9
2585,猫之茗 第二季,2023年4月8日,6.8
2586,关于完全听不懂老公在说什么的事,2014年10月2日,7.0
2587,超剧场版 Keroro军曹2 深海的公主,2007-03-17,7.0
2588,神笔,1955年,7.0
2589,疯狂原始人,2013年3月22日,7.0
2590,死亡笔记特别篇 L的继承者,2008年8月22日,7.0
2591,欢乐好声音,2016-12-21,7.0
2592,淫魔妖女,1994年12月22日,7.0
2593,初恋时间。,2023年11月24日,7.0
2594,小贝流浪记,1999年1月1日,7.0
2595,黑执事,2008年10月2日,7.0
2596,传说巨神伊迪安 接触篇,1982年7月10日,7.0
2597,美妙旋律 极光之梦,2011年4月9日,6.9
2598,非常偶像Key,1994年12月16日,7.0
2599,佐罗的传说,1996年4月5日,6.9
2600,玛露露库的日常,2020年1月17日,7.0
2601,海贼王  死亡尽头的冒险,2003年3月1日,7.0
2602,剧场版 偶像活动Stars,2016年8月13日,6.9
2603,攻壳机动队 新剧场版 VIRTUAL REALITY DIVER,2017年4月13日,6.9
2604,爱天使传说婚纱桃子,1995年4月5日,6.9
2605,猫狗,1998年4月4日,7.0
2606,千子,2009年7月28日,7.0
2607,迷糊天使,2002年4月7日,7.0
2608,小倩,1997年7月26日,6.9
2609,我叫MT 第三季,2010-05-10,7.0
2610,心理测量者 Sinners of the System Case.3 在恩怨的彼方＿＿,2019年3月8日,7.0
2611,水脑袋,2009-06-15,6.9
2612,上官海铃,2011年3月27日,6.9
2613,一起一起这里那里,2012年4月5日,7.0
2614,狮子王,1995年,6.9
2615,灼眼的夏娜炭,2006年1月25日,7.0
2616,野良神 OAD,2014年2月13日,7.0
2617,鲁邦三世 Sweet Lost Night～魔法神灯是噩梦的预兆～,2008年7月25日,6.9
2618,神无月的巫女,2004年10月1日,7.0
2619,幻想的我,2013年7月17日,6.9
2620,惊爆草莓,2006年4月3日,7.0
2621,盗墓笔记之秦岭神树,2021年4月4日,6.9
2622,网球并不可笑嘛 8期,2016年10月5日,7.0
2623,昭和物语,2011年4月3日,6.9
2624,青之驱魔师 剧场版,2012年12月28日,7.0
2625,元气少女缘结神,2012年10月1日,7.0
2626,剧场版 BanG Dream! Poppin'Dream！,2022年1月1日,6.9
2627,守望先锋：重逢,2018年11月2日,6.9
2628,血咒圣痕,2013年3月15日,6.9
2629,田中君总是如此慵懒,2016年4月9日,7.0
2630,最游记,2000年4月4日,7.0
2631,偶像大师 灰姑娘女孩,2015年1月9日,7.0
2632,浪漫追星社,2009年7月7日,7.0
2633,文子的告白,2009年11月9日,7.0
2634,地狱客栈 试播集,2019年10月28日,6.9
2635,大正野球娘。,2009年7月2日,7.0
2636,电影 Go! Princess 光之美少女 Go！Go！！豪华三部曲！！！,2015年10月31日,6.9
2637,Fate/Prototype,2011年12月31日,7.0
2638,正气大侠,1991年4月4日,6.9
2639,网球并不可笑嘛 2期,2013年7月7日,7.0
2640,网球并不可笑嘛 9期,2017年7月12日,7.0
2641,阴阳大战记,2004年9月30日,6.9
2642,小魔女姐妹悠悠与妮妮,2013年12月28日,6.9
2643,勿忘蛛,2012年3月12日,7.0
2644,崩坏3 冬之记忆,2022年2月15日,6.9
2645,ANEMONE/交响诗篇 Hi-Evolution,2018年11月10日,6.9
2646,高温VS排斥,2015年1月5日,6.9
2647,Suite 光之美少女♪,2011年2月6日,7.0
2648,狐妖小红娘 月红篇,2016年6月24日,7.0
2649,恋爱小行星,2020年1月3日,7.0
2650,剧场版 精灵宝可梦DP：骑拉帝纳与冰空的花束 洁咪,2008-07-19,7.0
2651,机动战士高达ZZ,1986年3月1日,7.0
2652,足球小将J,1994年10月21日,6.9
2653,寻找满月,2002年4月6日,6.9
2654,武战道,2013年9月2日,6.9
2655,网球并不可笑嘛 5期,2015年7月6日,6.9
2656,剧场版 进击的巨人 后篇～自由之翼～,2015年6月27日,7.0
2657,契约之吻,2022年7月2日,7.0
2658,THE UNLIMITED 兵部京介,2013年1月7日,7.0
2659,木橱童子,2011年3月26日,6.9
2660,赤发白雪姬,2015年7月6日,7.0
2661,超剧场版 Keroro军曹,2006-03-11,6.9
2662,网球并不可笑嘛 7期,2016年1月11日,6.9
2663,巨兵长城传,2019年1月19日,6.9
2664,英国一家，吃在日本,2015年4月15日,6.9
2665,铁腕巴迪,1996年7月25日,6.9
2666,课长之恋,2010-03-26,6.9
2667,出包日记~·金 动画版,2015-10-09,6.8
2668,密涅瓦的剑士,1994年12月17日,6.8
2669,鬼灯的冷彻 第二季 OAD,2019年9月20日,6.9
2670,精灵王座,2016-08-19,6.9
2671,动物农场,1954-12-29,6.8
2672,请吃红小豆吧！,2018年7月5日,6.9
2673,魔法骑士,1994年10月17日,6.9
2674,虹四动画,2023年1月6日,7.0
2675,机动战士高达 MS IGLOO 默示录0079,2006年4月26日,7.0
2676,伪恋：,2015年4月10日,7.0
2677,纯情罗曼史2,2008年10月11日,6.9
2678,肥版国家地理,2012年12月5日,6.8
2679,叮当猫,1993年4月5日,6.9
2680,乱马1/2 决战桃幻乡！夺回新娘子！,1992年8月1日,6.9
2681,弃宝之岛：遥与魔法镜,2009-08-22,6.9
2682,大王饶命 第二季,2023年12月30日,6.9
2683,没落要塞,2020年7月8日,7.0
2684,CENCOROLL CONNECT,2019年6月29日,7.0
2685,Another,2012年1月9日,7.0
2686,请吃红小豆吧！ 第二季,2019年1月13日,6.9
2687,心灵想要大声呼喊。,2015年9月19日,6.9
2688,恶魔城 第一季,2017年7月7日,6.9
2689,备长炭,2006年2月2日,6.9
2690,四驱小子,1989年10月3日,6.9
2691,地球守护者,2000年4月3日,6.8
2692,京极夏彦 巷说百物语,2003年10月3日,6.9
2693,链锯人,2022年10月11日,7.0
2694,勇者特急,1993年1月30日,6.8
2695,凡人修仙传之凡人风起天南,2020年7月25日,6.9
2696,鲁邦三世 再见，自由女神。危机一刻！,1989年4月1日,6.9
2697,乱马1/2 小茜VS乱马—母亲的味道由我保护,1994年2月18日,6.8
2698,青涩宝贝,1998年4月8日,6.9
2699,我爱你,2010年10月13日,6.9
2700,网球并不可笑嘛 4期,2015年4月6日,6.9
2701,监狱学园 OAD,2016年3月4日,6.9
2702,关于完全听不懂老公在说什么的事 第二季,2015年4月2日,7.0
2703,舞伎家的料理人,2021年2月25日,6.9
2704,天真与闪电,2016年7月4日,7.0
2705,乱马1/2 超无差别决战！乱马队VS传说的凤凰,1994年8月20日,6.8
2706,蜡笔小新 超级美味B级美食大逃亡,2013年4月20日,6.9
2707,美鸟日记,2004年4月3日,6.9
2708,偶像荣耀,2021年1月10日,6.9
2709,仰望半月的夜空,2006年1月12日,6.9
2710,DOUBLE DECKER! 道格&基里尔,2018年9月30日,6.9
2711,新蔷薇少女,2013年7月4日,6.9
2712,百妖谱·京师篇,2022年7月25日,6.9
2713,三只眼 圣魔传说,1995年7月25日,6.9
2714,狐妖小红娘 竹业篇,2019年3月1日,6.9
2715,鲁邦三世 燃烧的斩铁剑,1994年7月29日,6.9
2716,反斗小王子 第1季,1998年10月5日,6.8
2717,新世纪魔法少女,2001年3月7日,6.9
2718,非人哉 冬至篇,2021年7月21日,6.9
2719,十二生肖,1993年,6.9
2720,碧奇魂,1994年10月5日,6.8
2721,狂赌之渊 双,2022年8月4日,6.9
2722,偶像大师 百万现场 4周年纪念PV,2017年3月12日,6.8
2723,星际宝贝TV版,2003年9月20日,6.9
2724,鬼神童子,1995年1月9日,6.9
2725,姉弟のカンケイ,2014年9月26日,6.9
2726,pet,2020年1月6日,6.9
2727,未确认进行式,2014年1月8日,6.9
2728,迷域行者,2018年2月3日,6.9
2729,苍天航路,2009年4月7日,6.9
2730,火球 幽默之章,2017年10月6日,6.9
2731,纯情罗曼史3,2015年7月8日,6.9
2732,寻宝的暑假,2014年2月1日,6.9
2733,哆啦A梦：大雄与机器人王国,2002年3月9日,6.9
2734,狂野情人,2010年3月26日,6.9
2735,机动战士高达00 先驱者的觉醒,2010年9月18日,6.9
2736,死神少爷与黑女仆 第三季,2024年4月7日,6.8
2737,水之语,2002年10月26日,6.9
2738,夜樱四重奏 星之海,2010年10月8日,6.9
2739,MADLAX,2004年4月5日,6.9
2740,星际迷航俏女郎,1999年6月25日,6.9
2741,狼行者,2020年10月30日,6.9
2742,海绵宝宝 第八季,2010年7月8日,6.8
2743,Fate/stay night TV总集篇,2010年1月17日,6.9
2744,风与木之诗,1987年11月6日,6.9
2745,战区88,2004年1月8日,6.8
2746,刀塔：龙之血 第三季,2022年8月11日,6.8
2747,血色花园 -死之少女-,2007年8月8日,6.8
2748,数码宝贝驯兽师之王 暴走的数码列车,2002年3月2日,6.9
2749,Fate/kaleid liner 魔法少女☆伊莉雅 2wei OAD,2015年7月25日,6.9
2750,网球并不可笑嘛 6期,2015年10月5日,6.9
2751,文豪野犬 第四季,2023年1月4日,6.9
2752,我的麻理,1996年3月6日,6.8
2753,悠悠式,2013年4月9日,6.9
2754,回首再见她,1985年3月9日,6.9
2755,ストリンジェンド～エンジェルたちのプライベートレッスン～ コアMIX メガ盛り オカズですよ,2012年5月25日,6.9
2756,哆啦A梦七小子的虫虫大作战,1998年3月7日,6.8
2757,魔界女王候补生,2005年7月2日,6.9
2758,乔尼亚斯奥特曼,1979年4月4日,6.8
2759,恐龙,2000-05-19,6.8
2760,花木兰,1998年6月19日,6.9
2761,青山刚昌短篇集,1999年3月17日,6.9
2762,怪物猎人日记 岌岌可危的猫猫村G,2011年7月1日,6.9
2763,皮卡丘的心跳捉迷藏,2001-07-07,6.8
2764,谜样女友X,2012年4月7日,6.9
2765,鲸的鱼跃,1999年4月25日,6.9
2766,新盖塔,2004年4月9日,6.9
2767,海贼王3D2Y 跨越艾斯之死！与路飞伙伴的誓言,2014年8月30日,6.9
2768,狐妖小红娘 王权篇,2016年1月8日,6.9
2769,在盛夏等待,2012年1月9日,6.9
2770,OVERLORD,2015年7月7日,6.9
2771,绝对少年,2005年5月21日,6.9
2772,百变之星 崭新之翼 EXTRA STAGE 不笑的公主,2004年10月22日,6.9
2773,101忠狗,1961年1月25日,6.9
2774,英国一家，吃在正月,2016年1月1日,6.8
2775,铁腕巴迪 DECODE,2008年7月4日,6.9
2776,舞-乙HiME 0～S.ifr～,2008年2月22日,6.9
2777,恶魔奶爸 OAD,2010年10月23日,6.9
2778,尽量加油吧！魔法少女胡桃,2017年7月29日,6.8
2779,穿靴子的猫,2011年10月28日,6.9
2780,俺物语!!,2015年4月8日,6.9
2781,马丁的早晨,2004年2月17日,6.9
2782,高机动幻想 ～新结行军歌～,2003年2月5日,6.9
2783,哆啦A梦：新·大雄的大魔境~贝可与5人探险队~,2014年3月8日,6.9
2784,火鸟 凤凰篇,1986年12月20日,6.8
2785,GJ部,2013年1月9日,6.9
2786,工作细胞,2018年7月7日,6.9
2787,新・甜心战士,1994年4月21日,6.8
2788,GAMERS电玩咖,2017年7月13日,6.9
2789,亚尔斯兰战记,1991年8月17日,6.9
2790,钢铁天使胡桃零,2001年4月18日,6.9
2791,残片,1985年8月17日,6.8
2792,转校生,1996年3月8日,6.7
2793,妖精的尾巴 妖精们的合宿,2012年11月16日,6.9
2794,这个是僵尸吗？OF THE DEAD,2012年4月4日,6.9
2795,皮丘与皮卡丘,2000-07-18,6.8
2796,拂晓的尤娜,2014年10月7日,6.9
2797,圣诞之吻SS OVA,2011年6月11日,6.9
2798,迦南,2009年7月4日,6.9
2799,小飞侠,1953年2月5日,6.9
2800,精灵宝可梦 黑2·白2 特别宣传动画,2012-05-16,6.8
2801,乱马1/2 两个小茜,1996年1月19日,6.8
2802,LoveLive！虹咲学园学园偶像同好会 NEXT SKY,2023年6月23日,6.9
2803,小熊维尼,2011-04-15,6.8
2804,会长是女仆大人,2010年4月1日,6.9
2805,眷思量,2021年6月14日,6.9
2806,魔法使的条件 夏季的天空,2008年7月2日,6.9
2807,相聚一刻 完结篇,1988年2月6日,6.8
2808,ANOTHER WORLD,2019年9月13日,6.9
2809,妖精的尾巴×圣石小子,2013年8月16日,6.9
2810,电影 光之美少女 All Stars New Stage2 心之朋友,2013年3月16日,6.9
2811,摔跤的罗密欧与朱丽叶,2013年5月26日,6.9
2812,黑塔利亚 第6期,2015年7月3日,6.9
2813,波蕾特的椅子,2014年3月21日,6.9
2814,乱马1/2特别篇 恶梦!春眠香,2008年7月30日,6.8
2815,钢之炼金术师 叹息之丘的圣星,2011年7月2日,6.9
2816,傀儡公主,2000年3月24日,6.9
2817,Fate/stay night UNLIMITED BLADE WORKS,2010年1月23日,6.9
2818,天地无用! in LOVE,1996年4月20日,6.8
2819,一拳超人 OAD,2015年12月4日,6.9
2820,黑门,2022年7月29日,6.9
2821,偶像活动 ~被盯上的魔法偶活卡~,2016年8月13日,6.8
2822,天方魔谭MAGI,2012年10月7日,6.9
2823,天使怪盗,2003年4月3日,6.9
2824,鲁邦三世VS名侦探柯南 剧场版,2013年12月7日,6.9
2825,Little Busters! 番外篇,2013年8月28日,6.9
2826,樱花大战 神崎堇引退记念,2002年12月18日,6.8
2827,鲁邦三世 暮色☆双子钻石的秘密,1996年8月2日,6.8
2828,飞天小女警,1998年11月18日,6.9
2829,精灵宝可梦：超梦归来,2000年12月30日,6.9
2830,飞天小女警 第二季,1999年6月25日,6.7
2831,亲吻姐姐OAD,2008年12月22日,6.9
2832,祖先大人万万岁 剧场版,1990年3月19日,6.8
2833,SHOW BY ROCK!! Mashumairesh!!,2020年1月9日,6.9
2834,侦探歌剧 少女福尔摩斯 亚森 华丽的欲望,2017年12月31日,6.9
2835,机动战士高达 雷霆宙域 BANDIT FLOWER,2017年11月18日,6.9
2836,零之使魔 双月骑士,2007年7月8日,6.9
2837,麻辣女孩,2002年6月7日,6.9
2838,书家,2010年3月27日,6.9
2839,属性同好会,2014年1月6日,6.9
2840,迷宫塔 ～乌鲁克之剑～,2009年1月8日,6.9
2841,偶像活动 第二年,2013年10月3日,6.9
2842,鲁邦三世 风魔一族的阴谋,1987年12月26日,6.8
2843,熊出没之过年,2013年2月8日,6.9
2844,文豪野犬 第三季,2019年4月12日,6.9
2845,机动战士高达 雷霆宙域 第二季,2017年3月24日,6.9
2846,高校舰队,2016年4月9日,6.9
2847,亚尔斯兰战记V 征马孤影,1995年8月21日,6.8
2848,川之光,2009年6月20日,6.8
2849,「C」,2011年4月14日,6.9
2850,棒球英豪 风之速,2001年2月9日,6.8
2851,新世紀 淫魔聖伝,2001年3月25日,6.9
2852,校园外星人,2001年6月25日,6.9
2853,宇宙小毛球,1995年10月3日,6.8
2854,伪恋 OAD,2014年10月3日,6.9
2855,魔神Z,1972年12月3日,6.8
2856,龙珠Z 龙拳爆发,1995年7月15日,6.9
2857,小姐与流浪汉,1955年6月22日,6.8
2858,攻壳机动队ARISE border:2 Ghost Whispers,2013年11月30日,6.9
2859,一人之下3·入世篇,2020年4月24日,6.9
2860,恶魔高校 D×D NEW,2013年7月7日,6.9
2861,翼·年代记 鸟笼国的公主,2005年8月20日,6.9
2862,魔王勇者,2013年1月4日,6.9
2863,盛宴,2014-06-10,6.8
2864,水着彼女～THE ANIMATION～,2009年1月23日,6.9
2865,命运石之门 聪明睿智的认知计算,2014年10月15日,6.9
2866,光与水的女神,2004年1月15日,6.8
2867,战国鸟兽戏画～甲～,2016年10月8日,6.9
2868,Wake Up  Girls! 青春之影,2015年9月25日,6.9
2869,头文字D Legend1 -觉醒-,2014年8月23日,6.9
2870,乱马1/2 中国寝昆仑大决战！规则无视的激斗篇,1991年11月2日,6.8
2871,非人哉 第2季,2022年8月10日,6.8
2872,葬送的芙莉莲 ～●●的魔法～,2023年10月11日,6.9
2873,红海龟,2016年6月29日,6.8
2874,出包王女,2008年4月3日,6.9
2875,龙与魔女 #0.8,2023年12月29日,6.9
2876,舞-乙HiME,2005年10月6日,6.9
2877,虹色萤火虫～永远的暑假～,2012年5月19日,6.9
2878,甘城光辉游乐园,2014年10月6日,6.9
2879,喜羊羊与灰太狼之筐出胜利,2021年1月22日,6.8
2880,某科学的超电磁炮S OVA,2014年3月27日,6.9
2881,野良神 ARAGOTO OAD,2015年11月17日,6.9
2882,酷伊忍者传,2004年7月7日,6.8
